,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,GSPC,HSI,DJI,SSEC,RUT,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,AUD,Brent,CAC-F,copper-F,WIT-oil,DAX-F,DJI-F,EUR,FTSE-F,gold-F,HSI-F,KOSPI-F,NASDAQ-F,GAS-F,Nikkei-F,NZD,silver-F,RUSSELL-F,S&P-F,CHF,Dollar index-F,Dollar index,wheat-F,XAG,XAU
1264,2362.9258,5275.9756,4846.074,5117.2544,4468.451,5209.665,4482.454,4573.392,4708.8125,5031.881,5482.5054,4496.9854,4675.3843,2748.4285,2436.609,2378.952,4735.4663,4519.1387,6394.324,6629.6504,5867.1045,5678.919,4903.495,4004.326,4598.702,4333.1465,5147.5293,3847.4749,3677.1057,3565.859,4570.3457,4762.5825,4664.6255,4354.075,3872.9429,3958.2642,4777.344,4594.1694,4311.4175,4685.1763,5202.7944,4803.8076,5668.9136,5126.6436,4733.95,4242.406,5329.8833,4395.9663,4927.679,5411.9214,6131.43,5803.899,6150.676,4038.807,5983.8813,5840.6084,4428.4614,3979.8508,3962.7512,4126.8057,3819.8792,4556.9424,4635.1377,4401.394,3611.3933,3948.3096,4101.376,3952.4067,4261.3228,3996.7021,4356.198,5223.011,4345.157,4382.4,4668.783,4991.1445,4933.382,4648.478,4112.9185,5253.7266,5109.5967
1265,2173.7231,5264.089,5132.305,5119.1294,4612.3906,5455.716,4587.5938,4516.569,4858.1167,4924.1255,5443.1113,4568.146,4455.426,2367.9138,2288.9712,2234.0515,4745.5713,4689.535,6519.251,6760.744,6160.4614,6044.0728,5011.2007,3827.831,4628.0703,4302.405,4958.935,3965.5166,3596.3037,3523.4077,4878.8423,4529.9243,4407.8667,4308.263,3766.8499,3929.2832,4797.0513,4745.415,4372.631,5009.0234,5328.7676,4762.728,6004.9976,5236.486,4782.0586,4411.677,5348.1035,4408.67,5228.207,5620.1147,6276.3003,6187.2134,6427.1724,3897.6685,6337.7485,6364.9937,4093.969,4226.551,3745.1213,4458.786,3506.6382,4631.985,4820.748,4179.282,3466.8826,3875.7747,4367.6553,3885.0127,4139.4375,3959.7612,4451.021,5220.8564,4332.163,4263.5747,4643.8125,5448.1665,4904.316,4749.09,4077.7188,5322.6294,5204.319
1266,2377.361,5280.828,4830.7227,5117.347,4470.041,5199.8105,4490.699,4593.0005,4705.7188,5037.9834,5484.619,4497.941,4686.4697,2774.5667,2450.293,2395.7856,4731.104,4505.9653,6382.0776,6617.457,5851.9863,5661.3047,4896.9136,4022.7776,4596.973,4319.6465,5145.855,3834.4153,3676.227,3569.526,4547.104,4779.2305,4673.353,4364.441,3874.7598,3971.024,4779.022,4580.3574,4304.9893,4672.016,5199.3647,4802.187,5657.21,5111.346,4723.999,4217.068,5334.532,4398.3623,4907.892,5398.843,6123.127,5776.378,6129.5093,4042.742,5960.3477,5810.452,4446.8003,3974.5806,3969.1821,4120.3774,3837.9512,4554.5635,4626.2544,4430.0747,3614.3748,3945.9302,4081.426,3955.1462,4268.0923,3991.9888,4348.9175,5224.396,4359.814,4387.7573,4669.412,4970.444,4928.866,4644.0156,4124.247,5266.7017,5112.7734
1267,2193.1018,5275.161,5087.2744,5106.1123,4583.7715,5427.048,4589.2817,4525.1284,4838.107,4942.28,5459.3457,4574.9126,4496.717,2418.8743,2316.989,2258.1086,4752.321,4660.5034,6496.8687,6750.9155,6109.0195,5981.081,4996.8823,3860.235,4615.683,4305.8765,4982.2305,3943.9302,3612.3152,3525.883,4846.574,4571.8184,4435.3345,4336.0503,3793.5374,3931.8545,4807.1196,4719.142,4360.0835,4971.2256,5302.4033,4754.3574,5945.984,5204.9917,4782.96,4380.0396,5332.4043,4416.586,5194.112,5587.3823,6254.4487,6128.555,6381.5703,3925.942,6288.5796,6299.061,4147.216,4191.6064,3780.8086,4411.805,3559.5667,4625.394,4810.5073,4218.1675,3489.0674,3890.527,4336.916,3907.6082,4159.3984,3970.0557,4438.6377,5217.407,4317.9424,4284.204,4648.585,5376.787,4901.3804,4736.9854,4083.4907,5303.0767,5198.852
1268,2109.9263,5260.6885,5477.446,5210.3975,4808.757,5666.436,4605.5474,4516.0073,5061.271,4745.743,5303.417,4543.9146,4162.4595,2172.0146,2170.466,2142.0938,4649.11,4903.566,6644.784,6785.852,6439.129,6352.8896,5069.5215,3608.709,4691.8633,4202.6025,4788.836,4086.1582,3543.2664,3592.3105,5084.2314,4158.3584,4185.291,4161.2056,3611.207,3854.2546,4614.8906,4980.6733,4502.3086,5294.8486,5530.177,4815.7764,6318.851,5468.904,4778.2993,4625.0894,5450.8027,4334.371,5469.6294,5795.7505,6376.7773,6481.302,6643.3877,3701.2466,6574.0776,6642.606,3695.4048,4544.1157,3547.973,4820.193,3233.2256,4659.5356,4864.9077,3934.1724,3404.8433,3841.8284,4631.91,3769.9504,4048.0977,3963.1575,4478.794,5209.965,4484.5513,4176.9385,4646.6763,5884.417,4916.6387,4709.766,4059.147,5510.485,5254.123
1269,2123.9722,5263.275,5359.545,5154.962,4696.9556,5582.8916,4585.816,4458.5195,4959.5273,4864.1694,5465.3003,4627.7725,4351.757,2226.702,2208.1887,2168.6465,4664.583,4829.3076,6606.144,6781.741,6338.1567,6222.9194,4996.515,3663.4734,4633.2407,4232.811,4847.5996,4103.554,3571.5872,3563.7542,5030.2266,4243.9595,4251.204,4209.533,3649.1167,3832.8972,4675.126,4960.348,4480.2573,5164.426,5477.5537,4799.91,6182.9727,5345.0923,4769.587,4578.9185,5415.9443,4367.7007,5355.3047,5734.655,6322.761,6395.34,6575.649,3763.1592,6511.4106,6570.912,3835.447,4396.4805,3653.4644,4721.7515,3303.8215,4675.485,4851.6636,3965.845,3458.5486,3843.2292,4594.223,3803.275,4095.1868,4000.495,4482.0977,5167.9336,4382.715,4251.812,4691.8896,5732.386,4859.84,4676.1035,4047.8372,5387.354,5222.253
1270,2179.3193,5269.0605,5126.8135,5120.08,4593.929,5445.2344,4594.6665,4505.995,4846.3374,4936.948,5454.7417,4572.5845,4462.3237,2380.501,2297.2249,2238.3816,4739.893,4685.733,6513.1543,6758.9697,6145.443,6020.177,4997.7783,3834.8538,4632.0796,4305.932,4954.203,3963.4219,3597.899,3526.217,4866.7363,4522.4644,4413.815,4307.611,3769.0828,3922.4402,4793.506,4750.564,4377.968,5002.2925,5325.4546,4761.624,5979.0796,5225.0186,4784.1157,4408.29,5344.7603,4404.0786,5220.9927,5607.8223,6262.84,6174.932,6417.0425,3899.1328,6324.3013,6351.029,4108.3115,4211.508,3754.1077,4456.7334,3520.0679,4637.73,4820.202,4180.1787,3474.3608,3873.4875,4360.306,3885.2532,4145.448,3974.2114,4453.2383,5212.4736,4327.221,4276.32,4648.178,5434.7,4892.0845,4721.734,4069.4976,5310.6494,5204.4985
1271,2108.9158,5247.8516,5486.1084,5204.0244,4798.4014,5664.7627,4567.1895,4471.294,5044.33,4765.6523,5331.752,4532.5977,4172.262,2169.1265,2164.3423,2136.7014,4656.502,4923.3667,6651.8965,6786.073,6445.571,6365.6274,5056.5356,3581.9207,4701.3853,4227.541,4812.795,4125.395,3538.319,3573.38,5102.681,4149.2144,4191.9766,4143.4795,3589.0647,3852.237,4622.0073,5004.64,4511.902,5281.1636,5545.403,4829.9697,6321.3325,5477.518,4785.404,4684.4326,5466.3506,4324.4863,5470.656,5823.9814,6379.417,6491.791,6648.1987,3687.923,6584.106,6646.797,3675.6504,4510.2,3549.1235,4816.576,3201.831,4679.646,4854.88,3882.3538,3378.3064,3818.95,4647.7363,3758.0774,4035.7034,3969.9355,4495.2197,5223.2075,4466.2363,4166.0537,4663.816,5897.827,4921.105,4716.8047,4042.7249,5473.283,5238.415
1272,2375.387,5280.092,4830.471,5122.1997,4469.8604,5202.1143,4473.6294,4593.9937,4703.055,5027.6514,5465.6875,4475.603,4668.6206,2756.7258,2438.835,2383.0012,4729.824,4512.308,6387.358,6619.802,5863.6333,5673.8525,4908.434,4026.2173,4602.555,4326.836,5163.2627,3833.2983,3674.8997,3568.8347,4546.481,4785.1113,4673.0156,4358.711,3874.6514,3973.5955,4770.6978,4573.237,4304.448,4680.7124,5198.832,4811.4062,5665.4004,5133.042,4728.7637,4232.867,5339.2505,4390.031,4910.7495,5402.973,6129.0776,5787.38,6140.8423,4039.934,5962.8926,5809.1763,4447.5854,3967.7087,3969.011,4101.972,3839.0222,4551.613,4624.55,4422.5996,3607.8918,3943.339,4075.8074,3957.436,4267.0146,3993.718,4338.754,5230.3486,4362.7104,4379.5327,4671.944,4973.965,4943.8193,4645.8374,4128.3555,5267.2715,5106.874
1273,2374.2263,5287.037,4823.3794,5109.329,4464.553,5196.3657,4483.661,4591.398,4712.533,5049.498,5502.3457,4526.1787,4715.741,2789.2273,2452.622,2405.6707,4751.838,4500.019,6385.669,6616.4517,5851.975,5665.724,4910.9795,4027.2979,4585.14,4320.6743,5153.976,3836.9958,3677.686,3558.074,4560.021,4801.665,4672.8203,4370.9624,3884.571,3959.3633,4799.1484,4593.751,4313.4565,4667.86,5203.7095,4802.9766,5673.0005,5104.7036,4719.4463,4196.832,5332.317,4407.008,4896.5977,5400.932,6140.181,5760.905,6129.1235,4030.4324,5970.2446,5816.5127,4444.8193,3981.6042,3976.768,4107.935,3834.7483,4555.7095,4627.9375,4437.0864,3629.4087,3958.6677,4091.1555,3965.4885,4260.784,3988.3223,4344.263,5233.4473,4363.558,4384.1855,4671.175,4969.876,4928.428,4670.302,4137.1094,5271.498,5119.986
1274,2135.923,5259.6406,5285.4546,5156.793,4682.125,5546.8257,4603.9175,4498.5728,4928.5117,4865.718,5410.4673,4569.5312,4341.691,2259.5845,2228.9429,2184.3696,4695.813,4781.449,6578.6055,6777.771,6289.8174,6180.384,5019.818,3730.5308,4654.19,4262.627,4875.8867,4030.8816,3570.2905,3546.9924,4968.7017,4351.2085,4313.566,4244.0317,3693.7324,3886.668,4723.4424,4860.873,4430.886,5129.6777,5418.606,4786.084,6140.0654,5319.4736,4781.332,4508.683,5393.942,4375.262,5330.257,5694.3965,6313.632,6334.2354,6537.951,3813.496,6457.662,6516.949,3923.3784,4345.6733,3661.8645,4627.118,3377.3418,4656.7935,4845.437,4060.7935,3442.5034,3848.8677,4490.0264,3827.7632,4103.4873,3970.4265,4474.2793,5203.976,4387.0605,4236.864,4656.3984,5648.549,4890.5786,4712.382,4060.4448,5388.269,5221.4297
1275,2375.079,5281.1196,4826.465,5119.25,4462.9243,5195.2363,4467.479,4587.26,4704.539,5036.203,5479.171,4493.193,4687.2124,2770.6597,2441.0059,2388.451,4742.0166,4510.2554,6389.9346,6617.713,5859.9414,5671.1035,4913.507,4025.4758,4596.525,4331.0264,5166.544,3837.4817,3677.1785,3562.1792,4554.972,4793.766,4677.962,4359.2476,3881.4644,3962.6208,4783.62,4584.8,4311.9004,4672.6465,5201.7124,4811.5137,5669.776,5127.5723,4727.5454,4221.802,5335.8,4393.399,4904.0117,5403.0757,6137.674,5777.6416,6139.9346,4035.2717,5968.0034,5810.6724,4447.726,3969.7112,3973.4937,4093.6633,3836.604,4551.918,4625.658,4422.047,3620.5503,3952.5347,4082.8513,3960.7976,4262.1533,3992.2239,4340.097,5234.103,4361.969,4381.0986,4672.923,4970.162,4942.8403,4658.7114,4130.79,5266.737,5107.578
1276,2248.9348,5279.9297,4991.5337,5095.238,4535.7983,5350.596,4551.0513,4540.331,4778.994,4957.0405,5458.072,4519.27,4543.0474,2529.8076,2366.941,2297.5298,4732.5903,4611.3335,6452.733,6717.9355,6002.799,5845.1626,4950.7593,3913.3992,4607.354,4322.4297,5058.9766,3907.044,3649.221,3549.9211,4748.345,4638.7354,4516.562,4359.228,3828.9346,3946.125,4782.803,4649.087,4324.825,4870.9033,5248.164,4759.6055,5807.599,5180.4995,4784.1562,4363.2827,5317.6367,4408.952,5116.0225,5520.425,6191.333,6016.825,6283.974,3999.8945,6166.5234,6117.621,4263.516,4094.699,3857.3674,4294.1377,3673.8855,4596.4766,4756.644,4272.1753,3523.5117,3909.7217,4250.975,3931.3965,4210.328,3993.9736,4407.843,5206.3545,4292.4805,4330.7734,4661.9624,5211.1587,4918.739,4686.1416,4079.1772,5252.1787,5152.517
1277,2131.574,5264.4194,5289.693,5128.744,4694.451,5545.044,4546.987,4478.6963,4946.4385,4878.2905,5458.5957,4620.0713,4407.5537,2255.0847,2220.8054,2181.4663,4709.952,4788.2363,6590.744,6778.3105,6302.683,6196.2324,5021.631,3706.5962,4621.5874,4253.068,4913.052,4072.3188,3582.6099,3544.784,5002.4414,4364.6045,4294.441,4235.0894,3683.6465,3869.3994,4722.451,4896.816,4451.961,5109.946,5444.924,4788.9307,6161.5454,5330.209,4766.218,4539.8896,5399.9253,4386.9565,5306.145,5721.633,6329.293,6345.207,6544.7847,3789.9739,6477.8433,6525.63,3901.994,4352.751,3683.4314,4620.242,3352.7373,4655.6323,4834.979,4019.9153,3452.2542,3860.2783,4536.406,3835.946,4094.5012,3966.6492,4463.0903,5203.84,4368.814,4244.1055,4673.887,5657.1016,4894.689,4747.213,4069.1301,5371.6284,5217.668
1278,2376.7356,5283.858,4828.688,5111.6216,4470.5137,5200.5737,4499.3335,4595.0522,4710.562,5045.846,5498.0684,4517.758,4703.901,2785.502,2457.0652,2406.0796,4737.486,4499.9517,6379.807,6616.7163,5847.825,5658.5356,4895.828,4023.7983,4589.81,4314.0244,5139.266,3834.2605,3676.8396,3566.701,4550.612,4784.176,4670.353,4370.961,3876.976,3968.4458,4788.528,4585.923,4306.2173,4668.9976,5200.4536,4797.5825,5659.7173,5098.2905,4719.346,4202.67,5332.164,4406.161,4903.2427,5397.578,6125.304,5766.5273,6123.4263,4039.5718,5962.1157,5814.3145,4445.1265,3981.631,3971.3127,4128.2383,3836.6553,4556.5376,4627.3765,4438.6113,3620.2126,3950.2078,4086.6775,3958.447,4267.309,3989.607,4351.1426,5224.048,4360.5947,4389.3545,4668.3945,4970.24,4920.6284,4651.6665,4128.3833,5269.4746,5120.129
1279,2175.5586,5265.259,5137.585,5123.282,4597.4453,5456.645,4604.8096,4508.381,4848.4155,4932.3677,5460.2847,4581.2715,4458.865,2371.3315,2295.7551,2237.5964,4731.7637,4690.5117,6514.2285,6761.002,6154.383,6026.756,4995.889,3829.1663,4626.602,4296.8604,4939.625,3971.5474,3595.7974,3527.3496,4875.8633,4502.298,4403.338,4307.8716,3764.8066,3913.6877,4790.4673,4758.6265,4376.8833,5012.968,5329.3296,4762.4053,5987.3486,5221.427,4782.2593,4409.995,5346.6753,4407.364,5229.849,5609.721,6265.333,6187.592,6422.808,3899.9578,6335.3877,6367.097,4097.0264,4224.046,3748.2043,4481.131,3506.1191,4639.229,4827.16,4175.3125,3479.348,3871.824,4377.1104,3881.4426,4147.9473,3974.7563,4456.946,5203.2734,4326.488,4278.38,4652.8887,5449.463,4882.2896,4719.533,4071.9153,5318.78,5206.222
1280,2377.6108,5285.9946,4827.318,5104.288,4471.078,5201.138,4517.2036,4596.022,4716.5547,5058.738,5519.138,4548.2935,4729.8145,2804.573,2470.0654,2423.4978,4743.4683,4489.6465,6374.3135,6614.7085,5837.9194,5649.3413,4887.9404,4022.8445,4579.715,4305.1606,5123.203,3833.9668,3678.0835,3564.9768,4552.872,4783.998,4666.8496,4379.0083,3878.6755,3964.9038,4799.6294,4594.4795,4306.9453,4661.8745,5200.474,4788.8257,5656.813,5074.362,4711.993,4181.894,5327.068,4418.025,4897.113,5393.3384,6122.899,5751.6055,6111.615,4037.9978,5961.2197,5818.522,4442.94,3991.8987,3973.5933,4147.666,3835.281,4559.5737,4628.6104,4451.072,3628.8125,3955.573,4094.1116,3960.4028,4268.2534,3986.8892,4358.844,5219.567,4359.424,4394.8433,4665.2646,4968.782,4905.0396,4656.2065,4129.956,5270.8086,5130.867
1281,2097.8613,5219.679,5676.966,5322.0195,4916.9707,5794.2114,4545.2827,4512.1187,5177.4375,4610.597,5153.151,4406.264,3907.2266,2121.2246,2127.244,2112.5488,4584.361,5069.3916,6701.0273,6788.4272,6577.2974,6520.4077,5133.4927,3464.947,4754.1455,4192.3135,4760.791,4170.5874,3501.392,3612.1746,5221.7876,3948.9094,4034.819,4017.2424,3489.7861,3835.3687,4496.607,5093.858,4560.3364,5468.551,5653.123,4912.0835,6478.1313,5688.8774,4792.708,4853.187,5535.6694,4274.6196,5621.4546,5926.177,6462.901,6606.1494,6715.9517,3556.1511,6666.6714,6721.6514,3443.369,4750.562,3401.9045,5006.073,3052.7297,4664.2383,4865.762,3743.8118,3319.5671,3805.9573,4761.599,3696.0762,3993.9932,3967.614,4468.7295,5245.704,4590.4067,4056.7383,4649.8457,6119.198,4968.3467,4735.153,4089.4448,5631.2617,5282.844
1282,2112.2373,5255.0825,5446.6035,5201.0337,4797.884,5648.9707,4590.109,4512.9497,5041.6904,4759.744,5302.1626,4529.0254,4179.8633,2180.3162,2174.2441,2144.7517,4667.058,4887.5957,6638.538,6785.1826,6423.138,6340.4565,5073.1763,3624.2568,4695.9375,4224.0923,4817.1367,4076.4521,3545.1614,3576.8735,5068.821,4204.657,4212.822,4169.88,3622.603,3872.9204,4639.8164,4953.046,4487.7544,5267.684,5514.344,4814.1484,6303.66,5458.186,4782.3657,4616.5444,5446.5317,4336.4844,5450.3184,5790.5146,6374.4604,6463.611,6632.9897,3715.724,6560.6064,6627.9624,3726.0623,4505.597,3559.1882,4773.505,3251.4968,4659.3906,4856.909,3950.7856,3393.2537,3839.1392,4599.7227,3777.565,4046.945,3952.7192,4477.8877,5226.5806,4472.8623,4170.859,4641.5884,5853.088,4930.563,4732.2275,4059.5579,5490.548,5243.838
1283,2171.756,5262.1353,5151.7783,5130.459,4600.794,5464.454,4602.4487,4502.584,4850.58,4927.6343,5451.067,4570.733,4441.2583,2358.64,2287.2927,2229.585,4727.2007,4701.214,6520.574,6763.09,6167.729,6041.8555,4996.7827,3819.5896,4635.9053,4300.5127,4935.366,3977.1353,3592.1155,3527.9387,4880.767,4485.116,4398.836,4297.751,3757.107,3913.591,4783.0605,4766.304,4382.0312,5023.364,5336.902,4767.707,5998.6553,5233.1924,4785.1826,4425.3774,5352.6123,4399.6675,5239.9795,5617.398,6267.939,6203.0396,6435.5664,3891.95,6345.796,6381.776,4083.2766,4226.9897,3738.9294,4491.1006,3494.9216,4643.567,4827.366,4161.4443,3470.8945,3865.6582,4381.586,3874.6538,4143.611,3976.542,4459.3887,5204.8936,4331.107,4272.682,4653.112,5468.428,4884.72,4713.3457,4067.2827,5321.358,5205.001
1284,2248.522,5281.1123,4995.3325,5084.459,4507.9033,5348.112,4551.96,4502.245,4779.649,5001.3096,5544.8306,4614.5386,4630.671,2557.3308,2378.5198,2315.1616,4753.5522,4607.865,6452.884,6716.52,5986.9673,5823.7915,4942.6113,3890.2705,4576.2017,4322.1724,5038.7075,3944.7566,3655.2605,3542.541,4775.0366,4620.997,4505.892,4358.4316,3836.9592,3896.479,4802.1562,4704.693,4346.253,4849.903,5258.1426,4759.156,5794.5347,5140.8174,4770.147,4340.6807,5307.4185,4439.952,5094.8325,5519.075,6194.7847,6003.2944,6272.5264,3990.154,6182.576,6134.1577,4254.017,4104.4375,3885.9033,4324.08,3650.4397,4608.4185,4762.438,4257.819,3571.184,3932.8396,4302.366,3939.408,4210.821,4012.0132,4416.7017,5187.663,4257.142,4351.812,4675.4424,5211.6704,4880.983,4693.2056,4075.012,5232.8633,5160.3574
1285,2229.2375,5275.168,5024.4077,5094.5693,4529.738,5382.909,4567.631,4520.8657,4794.345,4967.5835,5500.393,4582.6323,4562.717,2498.8486,2359.1008,2293.746,4738.093,4630.0654,6463.3423,6730.412,6032.5557,5875.274,4955.6826,3888.4321,4588.4336,4310.5015,5023.19,3938.7747,3642.3855,3540.4148,4795.8926,4598.476,4472.506,4356.262,3818.993,3917.4763,4794.063,4691.721,4342.147,4901.1665,5267.694,4757.732,5837.928,5168.805,4779.7896,4368.9272,5315.694,4424.041,5136.4023,5538.9897,6208.8804,6054.2075,6306.422,3976.993,6214.3696,6189.521,4225.94,4128.0874,3848.2493,4356.934,3625.241,4611.224,4783.1396,4244.852,3534.668,3911.014,4307.185,3932.6953,4203.7754,4002.744,4416.8745,5187.4907,4272.8076,4329.267,4672.64,5263.732,4888.0903,4696.019,4084.239,5257.607,5171.6074
1286,2375.9316,5277.3745,4831.211,5127.3936,4468.7705,5202.37,4466.6,4591.9775,4700.9,5025.5137,5456.297,4464.3745,4661.659,2747.4988,2433.7285,2376.7126,4727.291,4512.341,6388.222,6620.1846,5865.7593,5677.594,4912.18,4026.9678,4605.947,4332.676,5168.5938,3832.456,3673.707,3569.8835,4541.775,4783.3955,4673.0825,4352.232,3872.6777,3973.9023,4761.794,4570.2197,4302.29,4684.8794,5196.557,4816.538,5664.2524,5142.744,4729.918,4242.673,5341.7627,4386.8696,4910.62,5402.4155,6128.6274,5791.5625,6145.4844,4038.3325,5959.769,5804.737,4447.123,3963.5503,3968.2952,4097.307,3840.5376,4548.9277,4623.362,4418.8223,3603.3599,3940.9995,4070.1624,3956.2043,4267.413,3995.8542,4335.585,5232.202,4362.9883,4375.8203,4671.47,4974.8853,4952.5156,4642.0645,4127.579,5263.81,5104.556
1287,2150.5923,5261.223,5216.371,5138.097,4646.687,5502.367,4598.858,4497.5977,4888.1714,4900.886,5429.228,4565.085,4392.4917,2304.0327,2253.891,2203.2131,4719.6943,4737.8223,6552.2573,6772.0156,6231.619,6120.3716,5013.4604,3776.0457,4649.6763,4288.651,4910.5874,4004.323,3577.544,3528.5564,4927.5303,4431.6284,4361.987,4270.368,3723.6196,3908.4766,4764.9805,4812.4126,4405.541,5073.6763,5380.3057,4774.8447,6078.8574,5275.5835,4783.746,4466.361,5376.3486,4387.4185,5284.4116,5662.7925,6296.764,6270.7188,6491.8164,3847.7512,6406.7954,6455.356,4000.805,4281.336,3694.7107,4550.2437,3432.2065,4654.2544,4837.16,4110.262,3444.3674,3851.4116,4430.5586,3847.1387,4114.305,3963.9766,4472.501,5216.308,4363.7017,4247.5405,4650.8296,5562.929,4893.9565,4727.9673,4062.9165,5350.9355,5212.9897
1288,2124.124,5258.5244,5343.9927,5151.0376,4716.7935,5583.1265,4578.586,4484.7144,4970.3457,4846.9546,5437.5938,4607.4253,4343.465,2227.7869,2207.1836,2169.8652,4682.2773,4820.1416,6605.9272,6781.2676,6337.1895,6233.971,5018.141,3668.9507,4628.6997,4235.5024,4867.686,4083.8232,3573.0645,3558.9302,5028.533,4288.5137,4260.3423,4223.176,3658.9773,3857.3489,4689.1733,4926.853,4460.382,5158.4404,5464.4565,4796.7705,6195.7773,5355.0728,4769.176,4562.822,5412.2197,4377.2627,5355.3945,5738.811,6333.652,6388.378,6573.056,3776.0662,6507.7134,6564.7026,3840.282,4404.362,3649.9077,4692.7876,3311.2493,4658.641,4846.152,3991.113,3447.7795,3853.5706,4574.5737,3811.3801,4091.278,3976.7495,4473.3975,5188.021,4388.499,4231.082,4676.6016,5719.3115,4888.801,4721.462,4061.6558,5398.5674,5219.304
1289,2302.2542,5287.5737,4907.0845,5096.042,4508.9014,5285.449,4518.7524,4578.368,4747.074,4989.838,5470.3555,4504.2124,4613.2456,2637.3613,2405.6875,2343.349,4735.0425,4561.7754,6419.007,6678.383,5933.568,5762.4424,4931.648,3971.0603,4597.037,4315.7163,5115.002,3870.3625,3665.371,3557.799,4656.475,4725.2324,4585.431,4375.964,3853.8909,3964.2273,4786.766,4604.739,4308.296,4780.9,5223.5312,4778.8647,5741.373,5151.4526,4756.916,4293.9106,5327.2573,4408.6846,5017.544,5466.79,6164.1123,5902.998,6207.0996,4023.7563,6072.883,5972.5415,4353.71,4037.0674,3916.266,4198.3315,3755.5674,4575.45,4693.938,4354.1685,3562.633,3928.4807,4169.817,3953.3572,4239.926,3992.0483,4368.0996,5219.0396,4321.863,4353.5054,4670.188,5090.9805,4926.152,4680.308,4111.448,5262.033,5134.0605
1290,2376.7344,5283.3574,4828.4946,5110.169,4470.816,5201.9346,4503.762,4595.7236,4712.304,5048.15,5501.842,4524.423,4709.4795,2788.9143,2460.1282,2410.2139,4738.329,4497.698,6378.3843,6616.4956,5846.6533,5656.978,4893.286,4023.3748,4587.0156,4311.6025,5135.7056,3833.9407,3677.597,3566.476,4551.2383,4783.1743,4668.7773,4372.5947,3877.156,3967.8462,4790.776,4587.0967,4305.919,4667.652,5200.017,4795.7075,5659.3213,5093.0615,4717.828,4199.08,5330.54,4408.464,4902.18,5396.4287,6124.6113,5763.895,6120.745,4039.501,5962.124,5816.268,4444.6357,3984.4077,3971.476,4134.028,3836.097,4556.8774,4627.202,4441.443,3621.9841,3951.6172,4088.5718,3959.4937,4268.3735,3988.7737,4352.8477,5222.1196,4359.9585,4390.4995,4667.4805,4970.1655,4916.5356,4652.64,4129.137,5270.0576,5123.061
1291,2124.8179,5260.942,5345.3643,5171.062,4730.48,5584.5454,4600.235,4509.1895,4975.5493,4823.9766,5366.5767,4555.611,4281.0874,2224.3757,2205.5388,2167.494,4688.4795,4819.135,6603.452,6781.4614,6344.0747,6246.251,5043.7056,3693.3423,4669.685,4245.474,4854.4937,4042.9028,3560.9343,3558.5598,5006.205,4304.07,4276.192,4218.914,3669.0012,3883.7942,4694.5347,4892.9287,4451.928,5182.9243,5454.4365,4793.6436,6209.123,5373.007,4780.872,4542.679,5412.486,4362.012,5375.7095,5731.0728,6338.945,6385.6484,6578.6895,3775.7688,6500.073,6564.541,3848.6213,4409.9336,3622.1294,4678.9165,3332.094,4655.419,4849.8433,4024.9448,3424.1946,3847.6963,4528.95,3810.6296,4080.3408,3960.1206,4474.676,5215.946,4423.601,4210.982,4647.359,5727.775,4908.1685,4725.2114,4062.051,5431.3125,5232.5264
1292,2249.878,5277.401,4987.218,5098.1367,4541.449,5355.3564,4551.796,4552.307,4779.5244,4945.0195,5437.401,4502.0425,4529.169,2526.5269,2367.402,2298.0132,4729.6934,4610.6943,6450.547,6717.712,6008.129,5847.7373,4955.418,3921.9946,4608.6265,4320.459,5066.733,3897.9434,3650.1858,3550.7056,4744.8105,4644.3794,4517.6055,4361.6772,3832.582,3951.054,4782.2896,4633.943,4317.6704,4877.4287,5241.587,4761.244,5812.2056,5188.088,4787.8716,4365.82,5315.751,4404.101,5119.3525,5516.908,6194.3613,6017.5923,6284.1846,4005.5923,6163.03,6113.867,4269.587,4096.0273,3852.6792,4286.558,3679.0364,4590.807,4755.5986,4279.033,3521.199,3909.9883,4244.4478,3936.235,4214.236,3987.8862,4403.3354,5207.3027,4298.666,4327.234,4659.2227,5208.4956,4923.761,4690.0986,4085.0452,5261.31,5153.188
